Id,Label,timeset,0,1,2,3,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
16170,titevera,,None,None,0.30779,,2,3,5,2,3,5,10,0.20824,0.22044,4413.303306
16171,adrianluis_641,,None,None,2.756757,,0,2,2,0,2,2,10,0.212876,0.225769,0
16172,T1673,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16173,Josue71130113,,anr,anr,17,,0,1,1,0,1,1,11,0.169334,0.175725,0
16174,LuisDanielGon20,,None,None,5.508235,,0,1,1,0,1,1,11,0.175549,0.1826,0
16175,MarcosGonzha,,None,None,2.031008,,0,1,1,0,1,1,9,0.227382,0.242104,0
16176,Diego__Meza,,None,None,1.821808,,0,1,1,0,1,1,10,0.179373,0.187731,0
16177,Fegsfegs,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16178,EverValenzuela,,None,None,1.588362,,0,1,1,0,1,1,10,0.210679,0.222523,0
16179,MartithaArriola,,None,None,0.763539,,0,1,1,0,1,1,10,0.184754,0.194368,0
16180,RomiDenis,,None,None,0.755639,,10,12,22,14,17,31,9,0.252366,0.273819,142267.332561
16181,rantezmx,,None,None,9.5,,0,1,1,0,1,1,9,0.215728,0.228614,0
16182,cachefranco,,None,None,1.451389,,0,1,1,0,1,1,10,0.213346,0.225886,0
16183,elcoyotecojodos,,None,None,2.155235,,0,1,1,0,2,2,11,0.175726,0.182926,0
16184,VictorFranco08,,None,None,0.579909,,0,1,1,0,1,1,10,0.190485,0.199543,0
16185,Thiamita,,None,None,3.93464,,1,2,3,1,2,3,9,0.214847,0.225525,59.925736
16186,pulgui_pereira,,None,None,1.425373,,0,2,2,0,2,2,11,0.18484,0.192741,0
16187,danyamarilla10,,None,None,6.535484,,0,4,4,0,4,4,9,0.225941,0.242205,0
16188,romaniuknadia,,None,None,1.212963,,0,2,2,0,2,2,9,0.21019,0.222576,0
16189,El_Oriente,,None,None,1.093904,,1,0,1,1,0,1,0,0,0,0
16190,d_galero,,None,None,9,,0,2,2,0,2,2,10,0.218734,0.233523,0
16191,pbustto,,None,None,3,,0,1,1,0,1,1,10,0.200544,0.211058,0
16192,CristhBareiro,,None,None,1.108055,,0,3,3,0,4,4,9,0.234356,0.252762,0
16193,jcmc2103,,None,None,1.262295,,0,1,1,0,1,1,10,0.213033,0.223069,0
16194,Juancar42700491,,None,None,43.75,,0,1,1,0,1,1,10,0.195821,0.206679,0
16195,Leocenc,,None,None,17.857143,,0,1,1,0,1,1,9,0.244972,0.263795,0
16196,pereztenace,,None,None,6.020833,,0,3,3,0,3,3,9,0.252717,0.273535,0
16197,Laugosa,,None,None,5.56,,6,3,9,6,3,9,9,0.240206,0.259757,164.519254
16198,rafa_cespedes,,None,None,2.257962,,0,2,2,0,2,2,10,0.220052,0.235623,0
16199,FigariLaura,,None,None,1.32549,,6,19,25,10,29,39,8,0.28018,0.311133,32420.434891
16200,quidanimosatis,,None,None,6.230769,,2,7,9,2,7,9,9,0.248428,0.265187,2043.8796
16201,JOSEMDIELMA,,None,None,1.504837,,1,9,10,1,9,10,9,0.240753,0.257346,786.761882
16202,Orriveros,,None,None,11.546012,,0,2,2,0,2,2,10,0.208717,0.219041,0
16203,PattyVelaRo,,None,None,2.604353,,0,1,1,0,1,1,11,0.180685,0.18878,0
16204,eedai,,None,None,0.959427,,1,16,17,1,37,38,9,0.26156,0.287742,1268.031952
16205,anv985,,None,None,0.147287,,1,1,2,1,2,3,1,1,1,0
16206,KeloR_A,,None,None,0.866044,,0,1,1,0,1,1,9,0.201857,0.212895,0
16207,gloriaparedes75,,None,None,2.108108,,0,1,1,0,1,1,9,0.214156,0.227112,0
16208,Franco19764,,anr,anr,22.428572,,0,1,1,0,1,1,11,0.169334,0.175725,0
16209,ingemilciades,,None,None,8.897959,,1,2,3,1,2,3,9,0.207405,0.216915,44.32716
16210,esconatu,,None,None,5.458974,,0,1,1,0,1,1,10,0.181159,0.189369,0
16211,jb_blackw,,None,None,16.57353,,0,1,1,0,1,1,9,0.243695,0.261159,0
16212,ale829030,,None,None,2.976744,,0,1,1,0,1,1,10,0.192304,0.20243,0
16213,LirdRojas,,plra,plra,5.8,,0,8,8,0,16,16,10,0.228662,0.248371,0
16214,GodoyAzcona,,None,None,0.152482,,0,1,1,0,1,1,9,0.20929,0.220842,0
16215,enrigama,,None,None,0.647643,,0,1,1,0,1,1,9,0.214156,0.227112,0
16216,1l5u,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16217,Estella79961358,,None,None,2.413793,,0,1,1,0,1,1,10,0.190243,0.20113,0
16218,Kasstuli,,None,None,0.09584,,0,1,1,0,1,1,10,0.174855,0.181391,0
16219,zonceras2015,,None,None,1.343187,,0,1,1,0,1,1,11,0.181204,0.189918,0
16220,rigolito74,,anr,anr,6.4329,,1,8,9,1,9,10,9,0.258673,0.279829,37855.993147
16221,OGPY77,,None,None,3.317757,,8,3,11,8,5,13,10,0.226974,0.244273,14034.428826
16222,inmariell,,None,None,2.804348,,0,1,1,0,1,1,10,0.218646,0.233216,0
16223,CaroPalacios79,,None,None,7.789474,,0,3,3,0,3,3,9,0.221667,0.23729,0
16224,lunoemi23,,None,None,3.884615,,4,2,6,5,2,7,9,0.230183,0.246229,77397.755002
16225,lauritaosorio83,,anr,anr,2.371365,,3,9,12,3,9,12,9,0.238087,0.253913,11844.15841
16226,Loregranger,,None,None,1.072072,,0,3,3,0,4,4,10,0.223467,0.240234,0
16227,Gonzaieder,,None,None,3.56,,0,1,1,0,1,1,10,0.206723,0.218502,0
16228,CsarXaro,,None,None,0.087879,,7,17,24,16,28,44,9,0.26105,0.284819,55424.191204
16229,Awj422x7NBPGvre,,anr,anr,1.568627,,1,1,2,1,2,3,11,0.169335,0.175727,0
16230,marcelomarquezw,,None,None,0.568221,,0,2,2,0,2,2,9,0.22614,0.2406,0
16231,FabriRios1,,None,None,0.828853,,0,1,1,0,2,2,10,0.212793,0.225462,0
16232,FerMontiel96,,None,None,10.302325,,0,1,1,0,1,1,11,0.164479,0.170352,0
16233,efraintorres94,,None,None,3.960784,,0,1,1,0,1,1,10,0.212793,0.225462,0
16234,hfJ6G3IG4Ppdvjh,,anr,anr,1,,5,8,13,6,21,27,10,0.197753,0.207579,23374.701865
16235,Josek39,,None,None,3.258065,,2,5,7,2,7,9,10,0.218684,0.235098,123.654226
16236,CarlosFontclara,,None,None,1.476252,,0,2,2,0,2,2,9,0.219076,0.232203,0
16237,gisseozorio,,None,None,3.59466,,0,1,1,0,1,1,10,0.200544,0.211058,0
16238,ConvergenciaFG,,plra,plra,0.317647,,20,28,48,44,97,141,9,0.236456,0.261334,36092.698751
16239,GadytaBrizuela,,None,None,0.794225,,3,5,8,3,5,8,10,0.223072,0.240223,9963.515636
16240,T1o1Wf4GvgmZWFi,,anr,anr,0.869565,,0,4,4,0,4,4,9,0.227799,0.241596,0
16241,ximenamarinrd,,anr,anr,0.252246,,0,1,1,0,3,3,11,0.169334,0.175725,0
16242,rodiyod1973,,None,None,2.911139,,0,4,4,0,5,5,9,0.224824,0.239321,0
16243,fer_7902,,None,None,6.5,,0,1,1,0,1,1,10,0.218646,0.233216,0
16244,Andyayala2,,None,None,4.846154,,1,3,4,1,3,4,9,0.229115,0.247548,0
16245,KENDRITITA,,None,None,9.731958,,0,6,6,0,6,6,9,0.240088,0.257215,0
16246,arnaldoja,,None,None,2.17037,,0,2,2,0,2,2,9,0.229773,0.244178,0
16247,Isrramen,,None,None,6.033333,,0,4,4,0,10,10,9,0.22817,0.245835,0
16248,yiyiayala4,,anr,anr,0,,0,1,1,0,6,6,11,0.169334,0.175725,0
16249,yessi3006,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16250,AramiServin1,,None,None,0.826899,,0,0,0,0,0,0,0,0,0,0
16251,16Bigotin1994,,None,None,0.333333,,0,1,1,0,1,1,10,0.212793,0.225462,0
16252,CandidoV2,,None,None,0.94021,,3,3,6,12,15,27,10,0.210692,0.222549,21552.503525
16253,CanoInm,,None,None,4.759036,,1,1,2,1,1,2,13,0.135638,0.139451,0
16254,JonaPalacios83,,None,None,2.325,,0,5,5,0,7,7,9,0.224587,0.242126,0
16255,TuTiaSoy,,None,None,0.067054,,1,6,7,1,7,8,10,0.217252,0.232092,37968.753886
16256,coor23,,None,None,1.579545,,2,1,3,2,1,3,11,0.169348,0.175737,0
16257,nachossj,,None,None,2.283582,,0,4,4,0,5,5,9,0.243846,0.261712,0
16258,raphaelcaba77,,None,None,18.027027,,0,1,1,0,1,1,10,0.204544,0.215287,0
16259,crcollante,,None,None,22.833334,,0,1,1,0,1,1,11,0.181803,0.191275,0
16260,jazcaceres_,,None,None,0.649123,,0,1,1,0,1,1,11,0.159724,0.166191,0
16261,CapoSports77,,None,None,0.435468,,1,3,4,1,3,4,10,0.218805,0.23356,41.472694
16262,ld7229,,None,None,2.684211,,0,2,2,0,3,3,9,0.243572,0.264548,0
16263,oveja_espacial,,None,None,2.376106,,0,1,1,0,1,1,11,0.180685,0.18878,0
16264,KronasFigueredo,,anr,anr,1.6,,0,2,2,0,2,2,10,0.192228,0.203407,0
16265,PatriciaZenaida,,None,None,4.598214,,0,2,2,0,3,3,9,0.247651,0.266463,0
16266,Fernand83674396,,None,None,24,,1,2,3,1,3,4,9,0.247552,0.267048,4061.168268
16267,VanessaAGD,,None,None,1.469136,,0,1,1,0,1,1,13,0.135638,0.139451,0
16268,hugoroa6,,None,None,2.49495,,4,7,11,4,12,16,9,0.250115,0.27002,4996.49261
16269,draluraschi,,None,None,1.512259,,3,7,10,3,11,14,9,0.234742,0.253809,6118.04785
16270,Mj31292237,,anr,anr,18.666666,,2,6,8,2,9,11,9,0.252865,0.268471,1851.563528
16271,rodrigosteven,,None,None,2.318937,,0,1,1,0,1,1,9,0.222849,0.234612,0
16272,acevedoisnfran,,anr,anr,4.863636,,2,7,9,3,8,11,9,0.23184,0.251693,9962.325015
16273,Kike24421903,,None,None,0,,0,3,3,0,3,3,10,0.214705,0.228114,0
16274,natybs22,,None,None,2.526316,,1,1,2,1,1,2,10,0.212793,0.225462,4348
16275,Leymicy,,None,None,2.675,,0,1,1,0,1,1,10,0.212793,0.225462,0
16276,AyalaToruga03,,None,None,49.5,,0,1,1,0,1,1,10,0.181159,0.189369,0
16277,DianaMonteroSDO,,None,None,0.825193,,0,2,2,0,2,2,11,0.164131,0.170741,0
16278,sebascabrera_,,None,None,0.439919,,0,1,1,0,1,1,9,0.219054,0.232049,0
16279,artivelaz100383,,None,None,2.619048,,3,4,7,6,6,12,9,0.236301,0.253108,39038.908329
16280,alanfpavon,,anr,anr,0.498785,,1,16,17,1,20,21,8,0.25879,0.281322,4350
16281,lolonotari,,None,None,2.10872,,0,1,1,0,1,1,10,0.206086,0.218052,0
16282,KittyLitterLary,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16283,rosuladasilva,,pdp,pdp,2.205628,,8,133,141,8,210,218,8,0.315801,0.361665,448548.733705
16284,carmencuyer,,None,None,5.464286,,0,4,4,0,5,5,9,0.262894,0.286405,0
16285,RiverosPitu,,None,None,0.566714,,0,2,2,0,2,2,10,0.207156,0.219788,0
16286,Mirdel,,None,None,3.043478,,0,1,1,0,1,1,10,0.218646,0.233216,0
16287,JavierSanchezPy,,None,None,0.117742,,309,36,345,447,112,559,9,0.280868,0.313298,811864.658929
16288,silartu,,None,None,0.29023,,6,16,22,6,23,29,8,0.254702,0.276856,4210.811416
16289,tatosbo,,None,None,2.084615,,2,2,4,2,2,4,9,0.247227,0.266724,186.616215
16290,caripelarojas,,None,None,2.845411,,11,2,13,11,2,13,10,0.212869,0.225763,22746.714308
16291,pikiruffi,,None,None,3.624339,,0,1,1,0,1,1,10,0.212793,0.225462,0
16292,Egroj26,,None,None,0.868852,,1,1,2,1,1,2,9,0.243695,0.261159,4348
16293,franciscoesq,,None,None,0.975839,,0,2,2,0,2,2,9,0.211757,0.224636,0
16294,Fersanab05,,anr,anr,6.15625,,1,1,2,1,1,2,11,0.169335,0.175727,0
16295,profesorcarlos1,,None,None,14.4,,0,1,1,0,1,1,9,0.225671,0.237653,0
16296,GiovanbatistaG,,None,None,2.262009,,0,1,1,0,1,1,11,0.179603,0.187464,0
16297,hugoalmadatursi,,None,None,9.975,,0,4,4,0,4,4,9,0.239969,0.259136,0
16298,Migue122,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
16299,madmoisellebet,,anr,anr,5.251012,,2,11,13,2,18,20,9,0.257676,0.278515,23364.129343
16300,noe28noguera,,None,None,0.018979,,1,1,2,1,1,2,10,0.212793,0.225462,5.291375
16301,urarianomota,,None,None,1.985314,,0,1,1,0,1,1,10,0.191272,0.203251,0
16302,alvarezro_,,None,None,0.723881,,0,1,1,0,1,1,10,0.179373,0.187731,0
16303,CarlosGomezPy,,anr,anr,0.04532,,101,11,112,109,16,125,9,0.276439,0.30547,102492.530162
16304,raul75rodas,,None,None,11.833333,,0,0,0,0,0,0,0,0,0,0
16305,PalacSaenz,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
16306,ruibanez,,plra,plra,2.165158,,0,15,15,0,25,25,8,0.258118,0.280513,0
16307,lucho_sosa27,,None,None,2.992701,,1,3,4,1,3,4,10,0.202204,0.212889,0
16308,sheloveshavana,,None,None,0.565955,,0,1,1,0,1,1,11,0.179329,0.187153,0
16309,joelvgill,,None,None,0.712996,,0,1,1,0,1,1,10,0.218646,0.233216,0
16310,patseg89,,anr,anr,0.754766,,0,1,1,0,1,1,12,0.144832,0.148854,0
16311,nellyortega99,,None,None,0.904422,,0,3,3,0,3,3,9,0.24493,0.263271,0
16312,GarceteCar,,None,None,1.765306,,0,2,2,0,2,2,9,0.211736,0.223872,0
16313,L2D9,,None,None,6,,0,1,1,0,1,1,10,0.212793,0.225462,0
16314,eh_raul,,None,None,1.457831,,1,3,4,6,7,13,10,0.21349,0.226855,4348
16315,Vigilantee12,,None,None,1.092754,,1,4,5,1,5,6,9,0.245565,0.26428,646.803066
16316,KittyMontalbett,,None,None,3.536765,,2,14,16,2,15,17,8,0.273121,0.298776,57528.556282
16317,ArielSamudio_,,None,None,1.18,,0,1,1,0,1,1,10,0.213346,0.225886,0
16318,GloriaSalomn1,,anr,anr,0.964286,,2,0,2,2,0,2,0,0,0,0
16319,PacciBeatriz,,None,None,24.625,,0,1,1,0,1,1,10,0.214822,0.229271,0
16320,joaquinrgr,,None,None,0.36646,,0,1,1,0,2,2,11,0.180685,0.18878,0
16321,TDE1989,,None,None,4.69697,,0,2,2,0,3,3,9,0.243954,0.261703,0
16322,JULIO16521714,,None,None,14.666667,,0,1,1,0,1,1,10,0.206723,0.218502,0
16323,ixbalank,,None,None,3.697819,,0,1,1,0,1,1,11,0.175542,0.182593,0
16324,MarioGuti97,,anr,anr,1.356204,,4,0,4,5,0,5,0,0,0,0
16325,diegobravard,,None,None,2.110865,,1,3,4,1,3,4,10,0.197627,0.208248,552.510246
16326,maugaray,,None,None,0.864372,,0,1,1,0,1,1,9,0.221205,0.236557,0
16327,normaenrique,,None,None,2.097744,,0,2,2,0,2,2,10,0.208347,0.220535,0
16328,EugeniaMorales1,,None,None,2.426229,,0,1,1,0,1,1,9,0.219054,0.232049,0
16329,danitorrespy,,None,None,1.31108,,0,1,1,0,1,1,9,0.209795,0.220139,0
16330,Ronny_jl,,None,None,13.133333,,0,1,1,0,1,1,13,0.135638,0.139451,0
16331,Delia_Primitiva,,anr,anr,0,,0,1,1,0,2,2,11,0.169334,0.175725,0
16332,TimaoExaSSCC,,None,None,1.291667,,1,0,1,1,0,1,0,0,0,0
16333,_sallyQ,,None,None,0.771186,,0,1,1,0,1,1,9,0.221205,0.236557,0
16334,lourdescassane1,,None,None,4.125,,0,30,30,0,31,31,8,0.264269,0.287793,0
16335,delrosario1955,,None,None,0.645642,,0,1,1,0,2,2,11,0.175726,0.182926,0
16336,herinesz,,None,None,4.245283,,0,1,1,0,1,1,11,0.172505,0.179027,0
16337,JoseAgueroAvila,,None,None,1.131109,,0,1,1,0,1,1,9,0.226494,0.240692,0
16338,_mahun9294,,None,None,5.297297,,0,1,1,0,1,1,10,0.214261,0.228492,0
16339,arrua_isabel,,None,None,0.832787,,0,1,1,0,1,1,9,0.222849,0.234612,0
16340,nachi_alcaraz,,None,None,0.981413,,0,1,1,0,1,1,10,0.182001,0.190596,0
16341,miguelcanete64,,None,None,3.666667,,0,2,2,0,2,2,9,0.227954,0.24351,0
16342,giulianarobled,,None,None,0.236347,,0,2,2,0,2,2,10,0.198258,0.20931,0
16343,Marcenarium,,None,None,1.700624,,0,0,0,0,0,0,0,0,0,0
16344,Eduardo92210359,,None,None,6.846154,,0,1,1,0,1,1,10,0.212357,0.226896,0
16345,SirisColman,,None,None,1.041935,,0,1,1,0,1,1,9,0.210048,0.221841,0
16346,fitovaccaropy,,None,None,1.758621,,0,1,1,0,1,1,10,0.224622,0.240474,0
16347,VivelaVidapy,,None,None,0.001493,,0,2,2,0,3,3,10,0.205191,0.216823,0
16348,Ale25768780,,None,None,0,,1,4,5,1,4,5,10,0.206782,0.218866,0
16349,EstefiElicetche,,None,None,1.261905,,0,1,1,0,1,1,9,0.226494,0.240692,0
16350,_martinezmateo,,None,None,1.348898,,0,1,1,0,1,1,9,0.204901,0.215922,0
16351,Lchamorrob,,None,None,3.152174,,0,2,2,0,2,2,10,0.204708,0.215291,0
16352,RafaelaGonzle19,,None,None,1.206897,,0,2,2,0,2,2,10,0.21662,0.230763,0
16353,memereles,,None,None,1.078512,,0,1,1,0,1,1,9,0.217552,0.231212,0
16354,PedroBalbuena17,,plra,plra,7.759494,,20,33,53,37,207,244,9,0.249885,0.274908,223831.454606
16355,Milki69,,None,None,4.444445,,0,2,2,0,3,3,9,0.246975,0.265416,0
16356,DeniseD23948842,,None,None,1.375,,0,1,1,0,1,1,10,0.207324,0.21873,0
16357,rociovaldez4,,plra,plra,2.044643,,0,5,5,0,9,9,9,0.256081,0.278037,0
16358,OyeAngeluni01,,None,None,0.437071,,0,1,1,0,1,1,2,0.666667,0.75,0
16359,AntuxLegal,,None,None,1.184019,,0,2,2,0,2,2,9,0.217085,0.229406,0
16360,sophi_meza,,None,None,0.620458,,0,1,1,0,1,1,11,0.175519,0.182532,0
16361,ElenaCandia3,,None,None,1.786822,,1,4,5,1,4,5,9,0.244641,0.262694,362.600439
16362,soniamolinaspy,,anr,anr,0.651899,,2,5,7,3,7,10,9,0.24409,0.257448,377.226169
16363,oscarlode,,None,None,0.264918,,0,1,1,0,1,1,10,0.218646,0.233216,0
16364,dianluciana,,None,None,2.128806,,0,1,1,0,1,1,10,0.207127,0.219616,0
16365,violeta_virila,,plra,plra,6.928571,,0,1,1,0,1,1,10,0.206086,0.218052,0
16366,ambararasi,,None,None,2.085366,,3,11,14,3,15,18,9,0.259012,0.283303,6989.342725
16367,MarthitaV_V,,None,None,0.805851,,0,1,1,0,1,1,11,0.175492,0.182459,0
16368,JuniorLeguizamn,,None,None,3.641026,,0,4,4,0,4,4,9,0.224912,0.240379,0
16369,perdidospy,,None,None,0.038824,,3,3,6,3,4,7,10,0.199697,0.209844,394.748302
16370,EdHuinaque,,None,None,0.768421,,1,0,1,1,0,1,0,0,0,0
16371,Rosario26164495,,None,None,36,,0,1,1,0,1,1,10,0.203682,0.214654,0
16372,claupao_,,None,None,1.251289,,0,0,0,0,0,0,0,0,0,0
16373,Cinchu_Riveros,,None,None,1.685851,,0,1,1,0,1,1,11,0.169334,0.175725,0
16374,hernandeadel,,anr,anr,1.044444,,5,21,26,5,57,62,9,0.234859,0.254987,4805.865552
16375,oscarcaceres,,None,None,0.157175,,0,1,1,0,1,1,11,0.177643,0.185757,0
16376,vanirgl,,None,None,1.383234,,0,1,1,0,1,1,8,0.240287,0.255733,0
16377,RosiGaviria,,None,None,0.866041,,0,1,1,0,1,1,1,1,1,0
16378,aarivarola,,None,None,7.565217,,0,1,1,0,1,1,10,0.209149,0.222855,0
16379,rodylovera,,None,None,0.926175,,0,2,2,0,2,2,9,0.216631,0.230603,0
16380,bellatalavera,,None,None,0.473595,,0,2,2,0,3,3,10,0.221464,0.236719,0
16381,mmrv85,,None,None,4.412698,,0,2,2,0,2,2,10,0.207661,0.219867,0
16382,luis11Cabrera,,None,None,0.797872,,0,1,1,0,1,1,9,0.214187,0.225556,0
16383,_lourdesvazquez,,None,None,0.774436,,0,1,1,0,1,1,10,0.170356,0.175977,0
16384,J8CSN4BHpWzsgjK,,anr,anr,2.707692,,0,2,2,0,2,2,11,0.169374,0.175922,0
16385,galeanojuanjose,,hagamos,hagamos,0.871264,,0,1,1,0,1,1,9,0.243695,0.261159,0
16386,Camisiya,,None,None,3.535211,,0,0,0,0,0,0,0,0,0,0
16387,PequeJermolieff,,None,None,0.862573,,0,1,1,0,1,1,9,0.201857,0.212895,0
16388,mtferreira36,,None,None,1.727273,,0,2,2,0,2,2,10,0.209189,0.223066,0
16389,rumor92,,None,None,0.748252,,7,6,13,8,6,14,9,0.255151,0.276433,4567.847239
16390,celiacri,,None,None,0.883582,,0,2,2,0,2,2,10,0.218844,0.233607,0
16391,jlriveros2,,None,None,0.056392,,22,6,28,30,30,60,8,0.257143,0.280206,33300.819619
16392,magingomez,,None,None,0.892909,,0,1,1,0,1,1,10,0.19448,0.204198,0
16393,SamuInsau,,None,None,0.611538,,0,1,1,0,1,1,10,0.187819,0.196766,0
16394,camilopy,,None,None,0.984962,,0,1,1,0,1,1,10,0.212793,0.225462,0
16395,maaar_ok,,None,None,1.175127,,15,21,36,19,29,48,8,0.28076,0.309848,133660.61625
16396,adelamercado64,,None,None,0.209261,,0,4,4,0,6,6,10,0.227287,0.245427,0
16397,jarafredymartin,,None,None,3.171171,,0,1,1,0,1,1,10,0.206723,0.218502,0
16398,ApolinariaDelv1,,None,None,0.826998,,0,3,3,0,3,3,10,0.216551,0.230524,0
16399,JaraCiriaco,,None,None,3.87037,,0,1,1,0,1,1,11,0.158831,0.164915,0
16400,emendez84,,None,None,1.526055,,0,1,1,0,1,1,11,0.175547,0.182597,0
16401,caniza62,,anr,anr,1.613208,,0,11,11,0,16,16,9,0.263547,0.287106,0
16402,SYLLVYA,,None,None,2.341177,,0,1,1,0,1,1,11,0.172608,0.179289,0
16403,RubnDaroCareag2,,None,None,10.857142,,0,1,1,0,1,1,10,0.212357,0.226896,0
16404,Leila_Insa,,None,None,0.841307,,0,1,1,0,1,1,10,0.224622,0.240474,0
16405,ejojedadm,,None,None,1.304,,0,1,1,0,1,1,9,0.205046,0.21494,0
16406,tobias_recalde,,None,None,0.749593,,0,1,1,0,1,1,8,0.234015,0.248623,0
16407,riego_gloria,,anr,anr,1.732143,,1,9,10,1,21,22,9,0.239729,0.254589,690.852654
16408,aristefernandez,,anr,anr,1.445319,,0,2,2,0,2,2,10,0.219419,0.233744,0
16409,taniasga,,None,None,0.955764,,1,4,5,1,4,5,9,0.263614,0.287264,55.300147
16410,NancyGi61643300,,None,None,2.333333,,0,1,1,0,1,1,10,0.200544,0.211058,0
16411,Alfredo_Sant_,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
16412,jorgepitupunkii,,None,None,1.461628,,0,5,5,0,5,5,9,0.220868,0.236188,0
16413,Waldeybridon,,None,None,1.925287,,0,7,7,0,11,11,9,0.229935,0.249145,0
16414,Lizga28,,None,None,13,,0,1,1,0,1,1,10,0.212793,0.225462,0
16415,MInorteno,,None,None,69.800003,,0,1,1,0,1,1,9,0.221205,0.236557,0
16416,aloparaguay,,None,None,2.340425,,0,7,7,0,8,8,9,0.248813,0.266617,0
16417,gaona_capli,,None,None,1.318182,,0,1,1,0,1,1,11,0.181803,0.191275,0
16418,judithpaz11,,None,None,12.71028,,0,1,1,0,1,1,11,0.175547,0.182597,0
16419,paul_lando,,None,None,0.018017,,33,4,37,37,4,41,9,0.23552,0.250495,80230.679608
16420,VillanoAbdo,,anr,anr,0.935345,,1,1,2,1,1,2,11,0.169335,0.175727,0
16421,VaneEncina4,,None,None,6.818182,,0,2,2,0,2,2,10,0.21964,0.234748,0
16422,AlexsanderFens1,,None,None,182,,0,1,1,0,1,1,10,0.203682,0.214654,0
16423,DiazJorge_,,None,None,0.883901,,0,6,6,0,6,6,9,0.224262,0.238712,0
16424,josevicentepndx,,None,None,3.951613,,4,4,8,5,7,12,9,0.250822,0.269596,11315.473178
16425,mtaya63,,None,None,1.648069,,0,2,2,0,2,2,9,0.203368,0.215078,0
16426,TV_Publica,,None,None,0.001405,,5,2,7,5,2,7,10,0.212876,0.225769,17394.242995
16427,viejaslo,,None,None,1.616016,,0,1,1,0,1,1,11,0.181803,0.191275,0
16428,elbolivarg,,None,None,4.162162,,0,1,1,0,1,1,9,0.192987,0.202545,0
16429,bea21m,,None,None,1.376372,,0,1,1,0,1,1,11,0.181204,0.189918,0
16430,SayitSMC,,None,None,0.018307,,0,1,1,0,1,1,1,1,1,0
16431,jonny_caceres,,None,None,1.143266,,0,4,4,0,4,4,10,0.217194,0.232911,0
16432,Magali_feer,,None,None,0.172391,,0,1,1,0,1,1,10,0.218646,0.233216,0
16433,SALVADOR_MANEL,,None,None,2.540761,,0,1,1,0,1,1,11,0.172587,0.179193,0
16434,CesaritoSanchez,,None,None,2.560345,,0,1,1,0,1,1,10,0.20139,0.211611,0
16435,TlalocMixtli,,None,None,1,,0,1,1,0,1,1,2,0.666667,0.75,0
16436,TukiFranco,,None,None,0.270257,,2,1,3,45,6,51,10,0.212328,0.226833,0
16437,kuska777,,None,None,7.133333,,0,5,5,0,6,6,10,0.223467,0.240938,0
16438,Arnaldo68135215,,None,None,48.333332,,0,5,5,0,6,6,9,0.249641,0.269784,0
16439,apakanina3,,None,None,2.398374,,0,1,1,0,1,1,10,0.184754,0.194368,0
16440,EverGon00313127,,None,None,12.714286,,0,1,1,0,1,1,10,0.212793,0.225462,0
16441,jmvisconte09,,None,None,0.005703,,40,1,41,40,1,41,11,0.169328,0.17572,78298.210793
16442,JuanseBuzo,,None,None,0.443548,,11,12,23,12,15,27,9,0.256218,0.279138,46498.810957
16443,GeorgeMonteroRD,,None,None,0.485061,,0,2,2,0,2,2,11,0.164131,0.170741,0
16444,nandito850,,plra,plra,0.658354,,5,25,30,5,70,75,9,0.2683,0.294421,48111.450701
16445,gladys_duarte,,None,None,1.028409,,6,12,18,9,16,25,8,0.262627,0.282888,9514.694271
16446,juamon,,None,None,0.172559,,14,0,14,14,0,14,0,0,0,0
16447,EverCoronel,,plra,plra,1.614379,,0,1,1,0,2,2,10,0.212793,0.225462,0
16448,Ciin_Rojas,,None,None,1.602339,,0,1,1,0,1,1,9,0.219054,0.232049,0
16449,decidamospy,,None,None,0.314815,,3,4,7,3,5,8,9,0.222786,0.238349,1853.055394
16450,Problemaspy,,None,None,8,,1,1,2,1,1,2,11,0.160806,0.166572,4349
16451,role_90,,None,None,0.80429,,0,1,1,0,1,1,10,0.200609,0.210532,0
16452,irokkutsumeh,,None,None,6,,0,1,1,0,1,1,9,0.200498,0.210813,0
16453,hugomatias93,,plra,plra,0.900315,,0,4,4,0,6,6,9,0.225273,0.243265,0
16454,fatibenitezm,,None,None,2.652681,,5,6,11,7,10,17,10,0.221571,0.238736,20470.246807
16455,MagnoliaGarrid,,anr,anr,3.970149,,21,41,62,30,62,92,8,0.275685,0.298708,754222.356334
16456,luterofa,,None,None,7.808511,,0,3,3,0,4,4,9,0.236768,0.254975,0
16457,ferchocolman,,None,None,1.355594,,0,3,3,0,3,3,10,0.223812,0.24078,0
16458,AnitaCalderon1,,plra,plra,0.760136,,0,2,2,0,4,4,9,0.219996,0.2352,0
